Airfoil_Name,Camber,Camber_Location,Thickness,Thickness_Location,Reynolds_Number,Cl,Cd,peak_LD_2d,aoa_2d,peak_LD_3d,aoa_3d,airfoil
fx73170a,0.056299,0.435,0.17112,0.435,500000.0,0.5552,0.0222733035551635,112.88922155688624,9.0,24.926701987648755,0.0,
goe323,0.049785,0.3,0.110497,0.298,500000.0,0.7559,0.0303273451574408,106.95887445887446,5.0,24.924700664559825,3.0,
hq300gd2,0.038668,0.391,0.165874,0.372,500000.0,0.5626,0.0225730647612511,106.94728560188828,7.0,24.92350976486622,0.0,
e604,0.033059,0.423,0.18811,0.412,500000.0,0.5231,0.0209970921476658,105.84745762711866,7.0,24.912973488005125,0.0,
n6h10,0.044353,0.4,0.100167,0.4,500000.0,0.4476,0.0179725924780005,92.17525773195877,6.0,24.904587390377102,2.0,
e331,0.025965,0.229,0.112786,0.313,500000.0,0.5487,0.0220345994561248,90.55829228243022,8.0,24.901746051366487,3.0,
trainer60,-0.001537,0.98,0.183085,0.271,500000.0,0.4598,0.0184671547799797,71.68746286393345,10.0,24.89825885352246,4.0,
e554,0.026623,0.566,0.182642,0.318,500000.0,0.5382,0.0216372234960568,101.80232558139537,9.0,24.873801395917592,1.0,
atr72sm,0.02855,0.214,0.145272,0.254,500000.0,0.4234,0.0170232513670642,76.98701298701299,9.0,24.87186442063437,2.0,
goe775,6.1e-05,0.5,0.21,0.3,500000.0,0.498,0.0200273088250735,58.99264289756649,10.0,24.866046873782707,5.0,
fxs21158,0.034664,0.371,0.157802,0.309,500000.0,0.563,0.0226499254486811,96.4488392089424,6.0,24.85659395549055,1.0,
fx61184,0.03005,0.63,0.183736,0.37,500000.0,0.5355,0.0215486614752394,104.21560740144812,7.0,24.85073147653824,0.0,
e403,0.033145,0.755,0.14971,0.379,500000.0,0.6377,0.0256687422276768,106.10745614035088,4.0,24.84344555505376,1.0,
goe675,0.056251,0.495,0.149274,0.295,500000.0,0.6914,0.027831521811716,103.41407151095731,2.0,24.84233541656156,0.0,
e583,0.044906,0.38,0.164973,0.38,500000.0,0.4983,0.0200585017241183,110.3813559322034,8.0,24.842334031401904,0.0,
goe476,0.050882,0.401,0.144692,0.301,500000.0,0.5024,0.0202321469103215,107.27682596934176,6.0,24.831769076553,0.0,
e544,0.018498,0.305,0.175125,0.4,500000.0,0.503,0.0202647371757029,90.54270462633453,7.0,24.82144207639115,2.0,
oaf139,-0.013218,0.469,0.136714,0.232,500000.0,0.4248,0.0171177203816107,58.38730569948186,9.0,24.816388545308563,5.0,
e474,-0.0,0.058,0.14084,0.215,500000.0,0.4441,0.0178957184498493,72.9733246584255,10.0,24.815991671110456,4.0,
naca0021,0.0,0.05,0.21008,0.3,500000.0,0.5132,0.0206828969833108,59.357541899441344,10.0,24.812771654478755,5.0,
goe770,0.033813,0.302,0.209907,0.302,500000.0,0.5691,0.0229385357539878,86.65419161676647,7.0,24.809778884908205,2.0,
dae11,0.066171,0.444,0.128294,0.328,500000.0,0.6599,0.0266075026705625,135.04217432052482,7.0,24.801275345922857,0.0,
naca001065,0.0,0.05,0.1,0.5,500000.0,0.3073,0.0123963587990424,43.30965068087627,6.0,24.78953739413682,2.0,
goe501,0.061284,0.5,0.128055,0.3,500000.0,0.7707,0.0310934382997082,107.83536585365854,7.0,24.78658013215709,0.0,
e552,0.025689,0.483,0.184668,0.324,500000.0,0.51,0.0205802825172239,105.24502297090352,9.0,24.78100092033101,1.0,
fx67k170,0.049808,0.435,0.170069,0.403,500000.0,0.5132,0.0207128969833108,115.0473729543497,8.0,24.776833506848604,0.0,
fg3,0.041569,0.3,0.101401,0.3,500000.0,0.4851,0.0195823908493695,89.94011976047904,7.0,24.772256040207605,1.0,
daytonwright6,0.048477,0.397,0.136106,0.296,500000.0,0.7278,0.0293960550132669,91.98305084745762,4.0,24.758424205953208,0.0,
as5048,0.012472,0.234,0.179915,0.383,500000.0,0.619,0.0250186981529491,80.73714839961204,5.0,24.74149518955025,3.0,
goe387,0.053294,0.4,0.148527,0.3,500000.0,0.6461,0.0261225808568315,99.89236790606653,4.0,24.73339076031729,1.0,
august160,0.050935,0.251,0.160383,0.251,500000.0,0.5292,0.0213974734075141,80.92119866814649,10.0,24.73189193515536,1.0,
ah94156,0.036764,0.415,0.156099,0.405,500000.0,0.554,0.0224034584738805,102.25146198830409,7.0,24.728324898849497,2.0,
whitcomb,0.023755,0.825,0.109601,0.35,500000.0,0.8453,0.0341979562638313,113.61559139784946,5.0,24.71785136745181,5.0,
e326,0.021845,0.195,0.128773,0.334,500000.0,0.5368,0.0217208639220913,75.99707815924032,10.0,24.71356581052208,5.0,
naca644221,0.009755,0.55,0.209673,0.352,500000.0,0.5212,0.0210927885092106,90.0,8.0,24.709867060602548,3.0,
fx05188,0.025812,0.565,0.188156,0.371,500000.0,0.5854,0.0236932495006545,98.29525483304045,6.0,24.707459396138468,1.0,
n64212mb,0.012183,0.102,0.120476,0.351,500000.0,0.5013,0.020290801451964,73.60465116279069,11.0,24.7057762201639,3.0,
us1000root,-0.000394,0.001,0.185668,0.271,500000.0,0.4262,0.0172523361931871,50.20308692120228,7.0,24.70390069075422,5.0,
goe424,0.045115,0.385,0.201102,0.306,500000.0,0.5775,0.0233792160563626,95.24083393242272,8.0,24.701427054173298,1.0,
m9,0.068116,0.3,0.104095,0.151,500000.0,0.4911,0.0198817325747054,80.89373680506685,6.0,24.70106657730633,0.0,
usa27m2,0.049752,0.4,0.132896,0.3,500000.0,0.4822,0.0195273422207311,86.08088235294119,7.0,24.69358064960187,0.0,
ah79k143,0.028628,0.402,0.14274,0.402,500000.0,0.6001,0.0243058540465418,90.40794979079496,6.0,24.68952536499661,3.0,
goe535,0.053827,0.501,0.160671,0.201,500000.0,0.6531,0.0264531499661151,92.27586206896552,7.0,24.688931217514043,0.0,
goe567,0.051657,0.501,0.147851,0.294,500000.0,0.7431,0.0300988186341248,111.16908212560388,5.0,24.688676623257983,1.0,
naca644421,0.01956,0.55,0.20977,0.353,500000.0,0.5687,0.0230414923192349,97.31199999999998,8.0,24.68156107776283,2.0,
goe502,0.059998,0.493,0.159211,0.293,500000.0,0.7049,0.0285674226670171,105.67139282735612,6.0,24.674959593532087,0.0,
fx63120,0.050099,0.5,0.12014,0.307,500000.0,0.8135,0.0329725685501121,126.07070707070706,4.0,24.67202392084296,0.0,
goe239,0.058403,0.4,0.112384,0.201,500000.0,0.7073,0.0286843451765518,117.83362218370884,6.0,24.658049387098654,0.0,
v43015,0.027765,0.151,0.150238,0.298,500000.0,0.3097,0.0125618121260378,74.07681940700807,7.0,24.654086280916445,1.0,
s1014,0.0,0.966,0.16508,0.422,500000.0,0.4527,0.0183645371123193,42.34798877455566,4.0,24.65077106116214,4.0,
goe735,0.040786,0.299,0.201018,0.299,500000.0,0.4841,0.0196560960327001,80.89820359281437,7.0,24.628491801965342,2.0,
esa40,0.019808,0.12,0.107174,0.271,500000.0,0.4555,0.0185197664426922,65.56060606060606,12.0,24.595342571381927,4.0,
goe321,0.049296,0.3,0.111614,0.3,500000.0,0.5786,0.0235268393346401,103.42396777442094,5.0,24.593188730969366,1.0,
raf6prop_sm,0.04832,0.354,0.120006,0.354,500000.0,0.6178,0.0251231189999281,85.2642487046632,2.0,24.5908957403644,0.0,
ah81k144,0.042118,0.467,0.144631,0.403,500000.0,0.5805,0.023609311179257,126.9601677148847,7.0,24.58775673684294,2.0,
e678,0.052083,0.507,0.150813,0.398,500000.0,0.7617,0.0309869674024973,115.61328790459964,6.0,24.581301877853715,0.0,
wb140,0.036404,0.45,0.139258,0.3,500000.0,0.5668,0.0230606996528881,83.0,4.0,24.57861246759754,1.0,
e473,-0.0,0.082,0.1619,0.212,500000.0,0.4014,0.0163337309116834,77.15817694369973,10.0,24.57491201308333,4.0,
goe702,0.049212,0.393,0.167595,0.203,500000.0,0.5261,0.0214149641709308,87.4890829694323,7.0,24.566933467679625,1.0,
fx63143,0.030418,0.309,0.143189,0.339,500000.0,0.6459,0.0262929042362916,70.4950495049505,6.0,24.56556317230548,3.0,
hs1620,0.041304,0.44,0.200165,0.34,500000.0,0.6802,0.0276962452226849,70.52826691380909,2.0,24.559285727397924,1.0,
ah83150q,0.041169,0.371,0.15003,0.402,500000.0,0.5901,0.0240401453094407,108.42150910667824,8.0,24.546440647688765,2.0,
e550,0.022346,0.294,0.181979,0.34,500000.0,0.5422,0.022089059731837,99.2254601226994,9.0,24.546087818239013,2.0,
goe418,0.047704,0.399,0.127091,0.201,500000.0,0.6174,0.0251546165824497,90.03728560775541,7.0,24.544202372408886,1.0,
naca23021,0.00997,0.148,0.21007,0.298,500000.0,0.4302,0.0175306188221414,55.67676767676768,7.0,24.53992094429956,3.0,
e339,0.041409,0.252,0.135577,0.301,500000.0,0.5173,0.0210911175932662,98.29462989840349,9.0,24.52691270211105,1.0,
goe503,0.067348,0.396,0.156227,0.296,500000.0,0.5983,0.0244050737381083,94.63700234192036,6.0,24.51539407011745,0.0,
goe575,0.034115,0.398,0.133505,0.301,500000.0,0.3657,0.0149181937541787,73.23308270676691,6.0,24.51369153839838,1.0,
naca663218,0.010159,0.55,0.179965,0.451,500000.0,0.7135,0.029124225065375,70.92445328031809,5.0,24.498505913836624,5.0,
ah93156,0.038192,0.414,0.156656,0.4,500000.0,0.584,0.0238419407696822,102.39562624254474,7.0,24.49465023177238,2.0,
e654,0.04828,0.462,0.17217,0.372,500000.0,0.6423,0.0262292373582474,121.02941176470588,7.0,24.48794035553748,0.0,
goe512,0.05277,0.301,0.139267,0.201,500000.0,0.4477,0.0182859452173076,82.56035113386979,6.0,24.483284548848573,0.0,
goe510,0.058593,0.397,0.137442,0.2,500000.0,0.5592,0.0228402327491227,83.46616541353384,6.0,24.483113028761856,1.0,
goe406,0.053333,0.399,0.116924,0.3,500000.0,0.5998,0.024502373810103,91.30921619293711,4.0,24.479260852378506,1.0,
e561,0.050988,0.494,0.16901,0.279,500000.0,0.6722,0.0274810854202614,104.4411102775694,7.0,24.460460339182777,0.0,
ah93k132,0.035035,0.412,0.132281,0.412,500000.0,0.7166,0.0293002446420241,114.01548672566372,6.0,24.45713367772394,3.0,
goe322,0.058453,0.3,0.13072,0.3,500000.0,0.8013,0.0327648176075995,104.5286506469501,5.0,24.456110502325675,2.0,
naca654221,0.00996,0.55,0.209992,0.401,500000.0,0.5183,0.02120989897187,85.2367941712204,7.0,24.43670291345584,3.0,
goe298,0.044623,0.401,0.128338,0.201,500000.0,0.5812,0.0237897636988271,91.28413284132844,7.0,24.430675619894977,1.0,
gw30,0.052192,0.52,0.125461,0.292,500000.0,0.825,0.0337881960333932,132.4736842105263,5.0,24.41681110126873,1.0,
e330,0.02181,0.185,0.1104,0.306,500000.0,0.4719,0.0193293299309897,84.80194017784963,8.0,24.41367609145244,3.0,
marske3,0.022504,0.151,0.120572,0.251,500000.0,0.5355,0.0219386614752394,75.3796236210253,9.0,24.408964083992966,4.0,
goe611,0.056021,0.399,0.129043,0.3,500000.0,0.6492,0.0266029515705114,106.7242948134668,5.0,24.403307214963977,0.0,
fx77w153,0.044494,0.279,0.15248,0.279,500000.0,0.4036,0.0165400517126753,100.45212765957449,11.0,24.401374736374205,1.0,
naca654421,0.019951,0.55,0.210003,0.402,500000.0,0.5657,0.0231840485304513,94.41659464131374,7.0,24.400397508527288,2.0,
goe460,0.0,0.05,0.205,0.3,500000.0,0.3679,0.015078632188474,52.981208735398674,11.0,24.39876478194216,5.0,
ls421mod,0.021565,0.298,0.209581,0.327,500000.0,0.5141,0.0210775204858366,80.0933955970647,6.0,24.39091449800548,0.0,
dae31,0.067587,0.451,0.1106,0.292,500000.0,0.7435,0.0305110868447978,138.46424384525207,4.0,24.36819126706289,0.0,
e1212,0.032155,0.364,0.177277,0.22,500000.0,0.5587,0.0229293010654895,83.30734243014945,9.0,24.366202807676927,2.0,
usa45m,0.032651,0.3,0.116301,0.3,500000.0,0.3857,0.0158309656329517,92.85483870967742,8.0,24.363643314162463,1.0,
nlf416,0.02466,0.323,0.159716,0.323,500000.0,0.545,0.0223730581110282,92.56880733944956,7.0,24.359656033403624,1.0,
fxs03182,0.028126,0.565,0.182125,0.403,500000.0,0.5897,0.0242124727445597,96.16698292220114,5.0,24.355215851817427,1.0,
goe614,0.060549,0.402,0.18786,0.291,500000.0,0.5878,0.0241586917101051,82.94254658385093,5.0,24.33078773690938,0.0,
e1212mod,0.032619,0.348,0.177177,0.202,500000.0,0.5575,0.0229191414191424,80.72851805728517,10.0,24.32464592824436,3.0,
e1210,0.051977,0.333,0.158514,0.211,500000.0,0.534,0.02195858516525,91.65229885057472,7.0,24.318506678885125,0.0,
n64212ma,0.022858,0.215,0.11965,0.411,500000.0,0.4867,0.0200306183406435,62.69786250722126,8.0,24.29780208094978,2.0,
defcnd1,0.045952,0.361,0.209193,0.286,500000.0,0.5982,0.0246305930583575,92.73491214667686,7.0,24.28686952777299,2.0,
marske4,0.022864,0.149,0.101878,0.201,500000.0,0.4929,0.0203080608653417,72.51972942502819,11.0,24.271150419939623,3.0,
nlr7301,0.016711,0.75,0.16518,0.35,500000.0,0.3846,0.0158492346310858,48.92520775623269,6.0,24.26615599756889,1.0,
nlf1015,0.046965,0.583,0.14999,0.403,500000.0,0.7531,0.0310391189302521,129.91379310344828,6.0,24.262930970827096,0.0,
goe683,0.028727,0.3,0.199002,0.3,500000.0,0.4246,0.0175013586776737,84.94572591587517,7.0,24.260973551822445,1.0,
e857,0.046651,0.451,0.203793,0.294,500000.0,0.5451,0.022477140341698,87.48187211601845,8.0,24.251305624887173,0.0,
r1046,0.066696,0.42,0.180961,0.38,500000.0,0.6132,0.0253010646985746,98.75446960667462,10.0,24.23613422223077,0.0,
goe284,0.049238,0.392,0.176571,0.292,500000.0,0.7192,0.0296800418502494,102.25108225108228,6.0,24.231771761937555,2.0,
e338,0.037264,0.243,0.133259,0.311,500000.0,0.5738,0.0236796937462139,96.13793103448276,10.0,24.231732308267013,2.0,
e642,0.030905,0.394,0.150787,0.394,500000.0,0.5943,0.0245264307403376,96.90222652468536,7.0,24.23100231305077,3.0,
e625,0.028771,0.225,0.129999,0.3,500000.0,0.5465,0.0225543702123405,81.63210702341136,9.0,24.23033739603085,3.0,
e543,0.01877,0.303,0.172409,0.407,500000.0,0.5735,0.0236768044427167,85.38932633420823,7.0,24.22201870136298,3.0,
rhodesg32,0.037882,0.396,0.119064,0.296,500000.0,0.7194,0.0297008164526556,90.85304659498208,7.0,24.22155637191836,1.0,
naca16015,-0.0,0.05,0.15,0.5,500000.0,0.4527,0.0187045371123193,41.04261106074343,3.0,24.20268394141861,3.0,
raf33,0.045639,0.3,0.1264,0.3,500000.0,0.3666,0.015152874753789,107.54545454545456,7.0,24.19342903288567,1.0,
rhodesg34,0.04479,0.395,0.140805,0.295,500000.0,0.6903,0.0285446053826908,80.40625,7.0,24.18320347208547,0.0,
usa33,0.046035,0.301,0.14198,0.301,500000.0,0.5764,0.0238416834027821,82.70462633451957,7.0,24.176145210146416,2.0,
e325,0.017552,0.183,0.126312,0.304,500000.0,0.5771,0.0238719209695585,68.53211009174312,10.0,24.174845448588627,6.0,
n66021,0.0,0.9,0.21,0.45,500000.0,0.6326,0.0261861327986253,56.48214285714286,6.0,24.15782448155954,6.0,
goe14k,0.026552,0.5,0.120001,0.5,500000.0,0.6703,0.0277655643682399,102.9661941112323,3.0,24.141414563383897,1.0,
goe382,0.058221,0.389,0.200742,0.303,500000.0,0.6974,0.0288935703551975,85.59504132231406,4.0,24.13685783468944,1.0,
stcyr24,0.055728,0.404,0.123676,0.296,500000.0,0.8156,0.03379068303655,108.30270270270272,2.0,24.136830827533096,0.0,
e540,0.016222,0.355,0.168814,0.45,500000.0,0.6071,0.0251723065009191,83.89199255121044,6.0,24.11777402987809,3.0,
ea61012,-0.0,0.01,0.12,0.3,500000.0,0.3175,0.0131650148193076,46.29608938547487,8.0,24.11694968503637,3.0,
la2573a,0.031962,0.261,0.136991,0.288,500000.0,0.5188,0.0215193177473383,101.23387096774196,10.0,24.108571010071604,3.0,
goe404,0.047543,0.301,0.131916,0.296,500000.0,0.596,0.0247222075918425,97.72798742138365,7.0,24.10787943535672,1.0,
naca654421a05,0.026703,0.451,0.209998,0.402,500000.0,0.5357,0.0222366843823001,95.20833333333334,8.0,24.09082176056803,2.0,
goe632,0.038258,0.4,0.140007,0.3,500000.0,0.3161,0.0131217967485499,33.69936034115139,0.0,24.08968878708871,0.0,
e548,0.022324,0.261,0.174226,0.354,500000.0,0.5653,0.0234671069548619,93.37470907680373,9.0,24.08903667108741,3.0,
goe626,0.049851,0.501,0.166676,0.204,500000.0,0.6037,0.0250981426568426,88.34722222222223,7.0,24.05357273859505,0.0,
mh78,0.026789,0.168,0.144705,0.221,500000.0,0.5632,0.0234183602861828,73.16133246244286,9.0,24.04950616172288,4.0,
goe446,0.0625,0.4,0.128901,0.3,500000.0,0.7398,0.0307755631388622,120.81504702194356,4.0,24.03855281744004,0.0,
goe288,0.054667,0.401,0.174183,0.293,500000.0,0.6577,0.027378950760765,93.42733188720172,6.0,24.02210390554869,0.0,
fx6617a2,0.03741,0.371,0.181956,0.339,500000.0,0.5354,0.0222946511451557,103.85088393543428,9.0,24.014728757769024,1.0,
ec863914,0.043175,0.717,0.14294,0.332,500000.0,0.7054,0.0293738292806927,96.56934306569345,2.0,24.014574104699943,0.0,
fx6617ai,0.037145,0.401,0.188456,0.35,500000.0,0.5405,0.0225101329090828,107.32624113475178,10.0,24.0114086479653,1.0,
goe332,0.0621,0.4,0.117892,0.3,500000.0,0.7227,0.0300990299193211,120.3957528957529,5.0,24.01074060981894,0.0,
m8,0.076125,0.4,0.117415,0.149,500000.0,0.557,0.0231982733974864,213.34375,8.0,24.01040760474661,0.0,
fx78k140,0.043517,0.435,0.14095,0.435,500000.0,0.5581,0.023264207760956,120.60190073917634,6.0,23.98964132948681,1.0,
n5h15,0.029661,0.3,0.154205,0.4,500000.0,0.6652,0.0277405026564408,76.41613924050633,7.0,23.979378032126345,4.0,
fx66182,0.03741,0.371,0.181956,0.339,500000.0,0.5606,0.023378941075566,106.60823170731707,9.0,23.978844815426577,1.0,
s1221,0.049235,0.454,0.1213,0.22,500000.0,0.7011,0.0292473443070285,106.89503456945316,9.0,23.971407203337623,0.0,
mue139,0.047242,0.309,0.138951,0.222,500000.0,0.5208,0.021757180090321,54.19270833333333,2.0,23.93692555000195,1.0,
e399,0.05139,0.506,0.148435,0.295,500000.0,0.8047,0.0336192998784839,127.04727921498662,7.0,23.93565609362972,1.0,
goe765,0.01633,0.269,0.144004,0.3,500000.0,0.5041,0.0210662226904103,78.6170906718852,9.0,23.92930177413693,3.0,
fx66196v,0.03955,0.467,0.195706,0.371,500000.0,0.4954,0.020720586059611,106.65007112375534,10.0,23.90859016124273,0.0,
e1211,0.043541,0.377,0.180317,0.208,500000.0,0.4992,0.0208821208653326,87.92587312900926,7.0,23.905617787546845,0.0,
e1214,0.020601,0.33,0.198485,0.239,500000.0,0.5115,0.0213976625552363,77.66361717100632,8.0,23.9044801589708,3.0,
hor20,0.034162,0.512,0.203887,0.242,500000.0,0.4904,0.0205160037738463,89.69598965071152,9.0,23.90329059235007,1.0,
goe319,0.054189,0.3,0.102511,0.3,500000.0,0.6514,0.0272901029168097,81.51173708920187,3.0,23.86945926828147,1.0,
fx74130wp1,0.0381,0.5,0.13013,0.467,500000.0,0.5771,0.0242019209695585,118.31401475237092,6.0,23.84521463093292,1.0,
fxs02196,0.036471,0.5,0.19588,0.37,500000.0,0.4913,0.0206390904013451,52.1831869510665,4.0,23.80434362397963,0.0,
naca16012,0.0,0.05,0.12,0.5,500000.0,0.3205,0.0134666907160318,39.18946301925025,7.0,23.799462448369084,2.0,
goe422,0.062433,0.401,0.170773,0.294,500000.0,0.7278,0.0305960550132669,95.51269990592662,3.0,23.78738042157444,0.0,
marske2,0.021487,0.149,0.120469,0.299,500000.0,0.4434,0.0186424537419915,71.62558294470352,8.0,23.784422701892268,3.0,
ls421,0.023309,0.674,0.208971,0.399,500000.0,0.6269,0.0263672863963433,87.05048715677592,4.0,23.775673786701777,1.0,
naca0024,-0.0,0.1,0.24008,0.3,500000.0,0.4873,0.0205025030815242,51.01851851851851,10.0,23.76782961877121,5.0,
fx66a175,0.04114,0.403,0.175165,0.339,500000.0,0.5985,0.0251840373445032,100.60402684563758,8.0,23.76505370496642,1.0,
usa34,0.071156,0.402,0.180632,0.293,500000.0,0.5764,0.0242616834027821,83.95121951219512,5.0,23.757625982948152,0.0,
goe562,0.060351,0.3,0.141033,0.3,500000.0,0.6087,0.0256251537780245,61.05913503971756,2.0,23.75400379146232,1.0,
goe777,0.049655,0.303,0.220031,0.303,500000.0,0.6195,0.0260818879643631,89.39034045922406,5.0,23.75211491002686,1.0,
r1082,0.033806,0.4,0.180007,0.4,500000.0,0.5635,0.0237310181596685,104.449081803005,9.0,23.74529386849829,2.0,
goe07k,0.044758,0.5,0.110002,0.5,500000.0,0.8421,0.0355457478489808,122.74440518256776,4.0,23.69059735577189,1.0,
e337,0.032492,0.236,0.131063,0.319,500000.0,0.6261,0.0264597482987068,91.9533927347498,10.0,23.66235660792733,3.0,
mi-vawt1,0.003391,0.258,0.21,0.308,500000.0,0.4511,0.0190803839875884,63.81978993919294,9.0,23.64208185188699,3.0,
e475,-0.0,0.023,0.15,0.217,500000.0,0.4103,0.0173642617349866,72.1334214002642,9.0,23.62899190659524,4.0,
e422,0.07086,0.354,0.140138,0.241,500000.0,0.6802,0.0288062452226849,104.60905349794238,8.0,23.6129351375632,0.0,
fx66s196,0.03709,0.435,0.196348,0.371,500000.0,0.5774,0.0244548911612149,104.36390532544378,9.0,23.61081863720357,1.0,
nlf0215f,0.039357,0.416,0.149792,0.377,500000.0,0.603,0.0255465105182825,110.4119547657512,7.0,23.604006487244423,0.0,
m21,0.059375,0.3,0.119507,0.3,500000.0,0.6288,0.0266466314876085,73.50649350649351,4.0,23.59772942754171,2.0,
gw27,0.062277,0.53,0.139325,0.319,500000.0,0.8542,0.0362143812166509,129.62994836488812,6.0,23.58731452264185,0.0,
eiffel385,0.043378,0.494,0.134385,0.207,500000.0,0.7968,0.0337955105921881,105.3861997940268,2.0,23.577096070984645,0.0,
e662,0.04083,0.475,0.15023,0.424,500000.0,0.5635,0.0239010181596685,112.69565217391306,6.0,23.576401483635102,0.0,
ah83159,0.038322,0.402,0.159421,0.402,500000.0,0.6238,0.0264620932738239,105.11904761904762,8.0,23.573342953070792,2.0,
fx78k161,0.028453,0.371,0.16159,0.402,500000.0,0.5908,0.0250711011331132,80.41058394160584,7.0,23.564980128443107,4.0,
uag8814320,0.060833,0.468,0.143066,0.434,500000.0,0.6954,0.0295492545882618,123.32690453230472,6.0,23.533588568973297,0.0,
e682,0.029935,0.403,0.153002,0.403,500000.0,0.6328,0.0269056101946247,89.04162633107453,6.0,23.51925845288657,3.0,
goe522,0.050395,0.487,0.219084,0.286,500000.0,0.4808,0.0204468545279601,72.57281553398057,6.0,23.51461929474417,0.0,
naca001264a08cli0.2,0.016601,0.301,0.109641,0.401,500000.0,0.756,0.0321530069541104,70.32558139534885,4.0,23.51257538926238,4.0,
e344,0.044027,0.25,0.147399,0.299,500000.0,0.52,0.0221159992028349,93.46631785480707,10.0,23.512390067971417,1.0,
mh114,0.06578,0.482,0.130586,0.301,500000.0,0.8787,0.0373842847982172,130.2986725663717,3.0,23.50452883458406,0.0,
glennmartin2,0.058541,0.302,0.13498,0.202,500000.0,0.4869,0.0207179102584127,77.12800519818065,6.0,23.501405012713075,0.0,
ls417mod,0.021669,0.202,0.170007,0.302,500000.0,0.5436,0.0231359855229177,79.2414947016174,9.0,23.49586532467042,1.0,
fx76mp160,0.060186,0.5,0.161478,0.339,500000.0,0.7951,0.0338541670906249,119.83756345177665,4.0,23.486030475113413,0.0,
goe481a,0.055273,0.401,0.153193,0.294,500000.0,0.5009,0.0213357892087671,61.38495904690991,5.0,23.47698484920227,1.0,
fx71120,0.0,0.052,0.11986,0.25,500000.0,0.4696,0.0200282376788677,50.0,6.0,23.44689570443261,4.0,
b707a,-0.013747,0.32,0.114283,0.24,500000.0,0.4832,0.0206234947341572,57.9467680608365,7.0,23.42958873986134,5.0,
e336,0.027995,0.229,0.128057,0.302,500000.0,0.5632,0.0240383602861828,86.71739130434783,9.0,23.42921868609007,3.0,
e1098,0.037278,0.545,0.189618,0.369,500000.0,0.5187,0.0221554324943157,115.03316749585406,8.0,23.41186524492709,0.0,
goe386,0.052164,0.389,0.202793,0.289,500000.0,0.5636,0.0240852389487593,87.89748045178106,4.0,23.40022456073789,0.0,
ste87151,0.025491,0.78,0.139393,0.472,500000.0,0.8066,0.0344739464863963,79.78239366963403,4.0,23.397379244592425,4.0,
nlf415,0.029529,0.714,0.150187,0.462,500000.0,0.8205,0.0350709013122497,83.21501014198782,4.0,23.39546374057432,4.0,
fx78k140a20,0.043517,0.435,0.14095,0.435,500000.0,0.6117,0.0261522592080593,107.32889733840304,7.0,23.38994865160603,2.0,
b737a,0.002992,0.048,0.153699,0.193,500000.0,0.4595,0.0196468269348608,66.79120879120879,10.0,23.388000592842538,3.0,
goe573,0.062605,0.301,0.141041,0.301,500000.0,0.6305,0.0269668010155428,52.19370860927152,1.0,23.38060045151814,1.0,
goe364,0.061012,0.301,0.108021,0.299,500000.0,0.743,0.0317832534538677,91.83693516699412,3.0,23.377090739890395,1.0,
naca4424,0.033108,0.5,0.240461,0.291,500000.0,0.5401,0.023123946289647,62.96142433234421,7.0,23.35673994545692,4.0,
arad20,0.034649,0.249,0.200002,0.251,500000.0,0.5972,0.0255758274538935,78.75000000000001,8.0,23.350173169434875,2.0,
fx73cl1152,0.060875,0.339,0.15218,0.222,500000.0,0.6046,0.0259088664747165,99.47462686567162,10.0,23.33564073866393,0.0,
e542,0.019168,0.301,0.168846,0.413,500000.0,0.6355,0.0272838482601949,77.48316498316498,7.0,23.29216882968615,4.0,
e343,0.03945,0.26,0.14494,0.309,500000.0,0.5783,0.0248438421802639,91.75844806007508,11.0,23.277397908259264,2.0,
goe776,0.000123,0.401,0.25,0.299,500000.0,0.4598,0.0197671547799797,49.144050104384135,8.0,23.260808402516663,5.0,
fx74130wp2,0.039329,0.467,0.1299,0.435,500000.0,0.5336,0.0229425932765681,118.4780278670954,6.0,23.25805080391586,1.0,
e748,0.045763,0.549,0.197536,0.286,500000.0,0.6544,0.0281468025812963,93.40652446675033,8.0,23.249532450796032,0.0,
goe223,0.05577,0.502,0.189029,0.304,500000.0,0.7304,0.0314280332059359,92.69654665686996,5.0,23.24039799799013,0.0,
goe12k,0.040157,0.6,0.111004,0.5,500000.0,0.9047,0.0389706989307495,114.59976105137396,4.0,23.21487745466513,3.0,
drgnfly,0.065599,0.409,0.193408,0.376,500000.0,0.521,0.0224749828018369,86.20972466315173,8.0,23.18133030817788,0.0,
ste87391,0.041101,0.582,0.145718,0.355,500000.0,0.7317,0.0315692121647554,92.42334322453016,3.0,23.177645238067925,1.0,
ah79100b,0.063809,0.5,0.100376,0.309,500000.0,0.9137,0.0394335615511412,148.14444444444445,4.0,23.170618226178377,0.0,
goe384,0.066246,0.393,0.195798,0.302,500000.0,0.794,0.0342887072242546,84.80851063829788,3.0,23.15631192529628,1.0,
goe08k,0.059956,0.5,0.148507,0.5,500000.0,0.6911,0.0298559901616814,100.0,6.0,23.14778361921456,1.0,
r1080,0.03301,0.4,0.179954,0.4,500000.0,0.5408,0.0234122807377862,102.8483786152498,8.0,23.098988349613258,2.0,
goe798,0.059306,0.4,0.199975,0.3,500000.0,0.6501,0.0281867423977593,97.61565836298932,4.0,23.064034531769053,0.0,
