Airfoil_Name,Camber,Camber_Location,Thickness,Thickness_Location,Reynolds_Number,Alpha,Cl,Cd,peak_LD_2d,aoa_2d,peak_LD
naca0008,0.0,0.95,0.08002,0.3,500000.0,2.0,0.2705,0.009140095758769354,42.265625,2.0,29.594875933380905
cast102,0.015413,0.695,0.121813,0.454,500000.0,2.0,0.5037,0.017021126563196418,66.98138297872342,2.0,29.592635841690704
rc10b3,0.016608,0.303,0.099731,0.377,500000.0,2.0,0.4615,0.01559580655960796,60.56430446194226,2.0,29.59128777573149
goe285,0.035083,0.4,0.117303,0.3,500000.0,1.0,0.5097,0.017228826731661352,67.96000000000001,1.0,29.58413871928529
l188root,0.01994,0.517,0.139852,0.413,500000.0,2.0,0.489,0.016534656269900493,64.51187335092348,2.0,29.57424648071882
rae5212,0.018277,0.691,0.11946,0.355,500000.0,1.0,0.4029,0.013638910318999494,53.29365079365079,1.0,29.540483116070185
n2414,0.018767,0.448,0.140092,0.299,500000.0,1.0,0.3416,0.011569853984979152,47.44444444444445,1.0,29.5250052804029
fx69h098,0.016904,0.225,0.098899,0.282,500000.0,1.0,0.3443,0.011669205470569783,47.62102351313969,1.0,29.50500793463092
goe142,0.038461,0.349,0.061631,0.249,500000.0,2.0,0.6157,0.020876114998319144,92.17065868263474,2.0,29.493035464193103
s8025,0.004868,0.169,0.079823,0.228,500000.0,3.0,0.3768,0.012776832637055872,50.50938337801609,3.0,29.490877019644905
clarym15,0.034867,0.401,0.150007,0.296,500000.0,0.0,0.3921,0.013307379885731963,51.93377483443709,0.0,29.46485359002982
e471,0.047,0.533,0.062597,0.298,500000.0,0.0,0.6763,0.022958131021935273,116.00343053173242,0.0,29.457972835586283
ys930,0.0303,0.592,0.090909,0.35,500000.0,1.0,0.5486,0.018640490262735357,74.43690637720488,1.0,29.43055639994186
vr12,0.022402,0.2,0.105649,0.35,500000.0,1.0,0.3644,0.012382650523323064,49.176788124156545,1.0,29.428271379672918
naca661212,0.010664,0.5,0.120002,0.45,500000.0,3.0,0.4979,0.016923579356654093,65.17015706806282,3.0,29.420490163875016
s8038,0.009247,0.295,0.130064,0.329,500000.0,3.0,0.4276,0.014537098801793408,55.60468140442133,3.0,29.41439731752033
s4233,0.032308,0.44,0.136565,0.338,500000.0,1.0,0.4758,0.016177739682593485,61.79220779220779,1.0,29.41078354177866
hq3013,0.029533,0.5,0.129871,0.35,500000.0,0.0,0.4168,0.014185588993175666,54.270833333333336,0.0,29.381931212056976
mh122,0.035083,0.624,0.093227,0.336,500000.0,0.0,0.5429,0.018477504277748684,72.97043010752688,0.0,29.38167361994774
goe318,0.041934,0.3,0.091307,0.299,500000.0,2.0,0.5589,0.01902767149204948,76.24829467939972,2.0,29.373010787658945
avistar,0.022845,0.379,0.145217,0.342,500000.0,2.0,0.4537,0.015448480180653116,58.61757105943152,2.0,29.368584785977237
clarkz,0.03941,0.4,0.117503,0.3,500000.0,1.0,0.5937,0.020219737647764448,84.57264957264957,1.0,29.362398777990137
fx84w140,0.042044,0.402,0.14082,0.371,500000.0,0.0,0.4514,0.015380523093668955,58.245161290322585,0.0,29.348806750650024
e374,0.02264,0.389,0.109226,0.362,500000.0,2.0,0.5035,0.01716358299337608,65.64537157757496,2.0,29.33536664193689
e853,0.031016,0.561,0.116092,0.371,500000.0,0.0,0.4719,0.016089329930989733,60.89032258064516,0.0,29.329997086520752
fx74080,0.043088,0.467,0.08151,0.435,500000.0,0.0,0.5871,0.020017893168964636,82.57383966244726,0.0,29.328760776395228
fx601001,0.03518,0.597,0.101206,0.308,500000.0,0.0,0.5083,0.017335455525803803,66.35770234986944,0.0,29.321410057174216
lwk79100,-0.0,0.067,0.09994,0.279,500000.0,3.0,0.3312,0.011297824282530409,46.06397774687065,3.0,29.315378936467237
rae100,0.0,0.013,0.099956,0.26,500000.0,3.0,0.3765,0.012848369713387792,49.93368700265252,3.0,29.303328624463003
mrc12,0.029101,0.451,0.139374,0.386,500000.0,1.0,0.463,0.015807737881333297,59.511568123393324,1.0,29.28945327128289
hq3513,0.034424,0.5,0.130003,0.35,500000.0,0.0,0.4812,0.016431264603748847,62.01030927835051,0.0,29.28563391829334
n64008a,-0.0,0.012,0.07996,0.4,500000.0,2.0,0.2298,0.007847567200234008,39.148211243611584,2.0,29.282960455967494
fx79l120,-0.0,0.999,0.12068,0.339,500000.0,4.0,0.4224,0.014441577660977836,54.43298969072165,4.0,29.2488819376954
s9032,0.0,0.01,0.09,0.25,500000.0,3.0,0.3892,0.013312530827988592,50.94240837696335,3.0,29.23561304975432
oa213,0.033122,0.25,0.125675,0.325,500000.0,2.0,0.4112,0.014071949077851314,53.1266149870801,2.0,29.221254122302955
goe398,0.044519,0.401,0.138532,0.299,500000.0,0.0,0.4809,0.016460455923460703,61.65384615384615,0.0,29.21547265981767
p51htip,0.012855,0.475,0.119986,0.45,500000.0,3.0,0.4698,0.01608527345079909,60.07672634271099,3.0,29.20683950055329
prandtl-d-wingtip,-0.000672,0.961,0.09632,0.269,500000.0,3.0,0.3946,0.013521031176161605,51.313394018205464,3.0,29.184164643870034
tempest2,0.009007,0.408,0.11999,0.373,500000.0,2.0,0.3531,0.012099029702181107,47.523553162853304,2.0,29.18415845663609
e908,0.027614,0.663,0.090074,0.443,500000.0,2.0,0.6159,0.02110533924433853,89.26086956521739,2.0,29.18218905982353
fx66h80,0.024611,0.25,0.08002,0.279,500000.0,3.0,0.4646,0.0159333170343543,59.184713375796186,3.0,29.159025644080394
n64012,0.0,0.012,0.11962,0.4,500000.0,3.0,0.3384,0.011608366654116102,46.229508196721305,3.0,29.151387967230505
mh201,0.026002,0.459,0.130801,0.363,500000.0,0.0,0.4602,0.015790935725640397,58.54961832061068,0.0,29.14330144810571
mb253515sm,0.024054,0.375,0.14958,0.35,500000.0,2.0,0.4261,0.014639144481234271,54.349489795918366,2.0,29.106892178447453
ht34,1e-06,0.12,0.069735,0.25,500000.0,2.0,0.2418,0.008309494177632985,39.509803921568626,2.0,29.099244169502303
geminism,0.021989,0.379,0.15379,0.342,500000.0,2.0,0.4258,0.014639573839162274,54.242038216560516,2.0,29.085546114801776
prandtl-d-centerline,0.035199,0.373,0.120229,0.311,500000.0,2.0,0.4528,0.015567928048812758,57.38910012674271,2.0,29.085437611238923
e214,0.040285,0.525,0.111072,0.331,500000.0,0.0,0.6054,0.020815116353519618,85.38787023977434,0.0,29.08463203942808
naca2415,0.018777,0.4,0.150008,0.3,500000.0,2.0,0.4479,0.015402652942815096,56.76806083650191,2.0,29.07940610379933
goe682,0.042366,0.4,0.106508,0.3,500000.0,1.0,0.6193,0.021302609792904215,89.23631123919307,1.0,29.07155536437068
clarkyh,0.024035,0.303,0.119047,0.303,500000.0,1.0,0.4253,0.014633637748331037,54.109414758269715,1.0,29.063176724359284
goe06k,0.030739,0.5,0.075,0.5,500000.0,1.0,0.6051,0.020821517031735185,85.10548523206751,1.0,29.061283050496982
goe596,0.039058,0.4,0.097506,0.3,500000.0,1.0,0.5071,0.01744982561637825,64.846547314578,1.0,29.06046233058286
raf48,0.027735,0.4,0.149611,0.3,500000.0,1.0,0.3553,0.012227392007054014,47.373333333333335,1.0,29.057709100601873
fx60126,0.035058,0.565,0.125938,0.279,500000.0,0.0,0.5106,0.017573214310389114,65.37772087067863,0.0,29.05558374133856
goe601,0.024082,0.505,0.160682,0.306,500000.0,2.0,0.4885,0.016816353451444926,61.99238578680203,2.0,29.04910398145956
fx68h120,0.023102,0.339,0.11807,0.25,500000.0,1.0,0.341,0.01174451669121616,46.14343707713126,1.0,29.034826120604627
naca001034,0.0,0.025,0.1,0.4,500000.0,3.0,0.3604,0.012414080638379059,47.735099337748345,3.0,29.03154977790272
e186,0.012806,0.29,0.102746,0.31,500000.0,3.0,0.4133,0.014236788801666952,52.71683673469388,3.0,29.030422924557797
n2415,0.018575,0.448,0.150101,0.299,500000.0,2.0,0.448,0.015436007929015474,56.56565656565657,2.0,29.0230480614021
e197,0.027882,0.444,0.134874,0.342,500000.0,2.0,0.5203,0.01792768641840895,66.79075738125802,2.0,29.022149755237386
du84132v,0.029607,0.453,0.136305,0.339,500000.0,0.0,0.4664,0.01607607276462098,58.81462799495586,0.0,29.012060770614216
naca001234,-0.0,0.012,0.12,0.4,500000.0,3.0,0.3353,0.011560157166116306,45.61904761904762,3.0,29.004795971354923
s9026,-0.0,0.626,0.095,0.273,500000.0,3.0,0.3731,0.012872927677114444,48.70757180156658,3.0,28.983305846058553
supermarine371i,0.009198,0.5,0.13,0.4,500000.0,4.0,0.5436,0.01877598552291775,70.50583657587548,4.0,28.951875753019095
sc20710,0.020999,0.81,0.099816,0.379,500000.0,0.0,0.5198,0.01795821147060779,66.30102040816327,0.0,28.944975998904837
e220,0.024846,0.377,0.114691,0.369,500000.0,2.0,0.5102,0.01762792345242128,64.74619289340102,2.0,28.942717012418246
hobie,0.038895,0.45,0.08496,0.25,500000.0,0.0,0.4599,0.015890598892948242,57.7038895859473,0.0,28.941640469201538
nacacyh,0.027664,0.398,0.117018,0.298,500000.0,0.0,0.3529,0.012193742013248264,46.86586985391766,0.0,28.94107482482252
m15,0.037701,0.3,0.120003,0.3,500000.0,1.0,0.449,0.015529598984063338,56.26566416040101,1.0,28.912530224429442
npl9660,0.010324,0.198,0.113012,0.342,500000.0,3.0,0.3806,0.013164613113482142,49.173126614987076,3.0,28.91083822358744
sc1095,0.007963,0.269,0.094954,0.269,500000.0,2.0,0.3317,0.01148023649568048,45.067934782608695,2.0,28.893133005126195
e360,0.015417,0.272,0.12236,0.369,500000.0,3.0,0.4109,0.014222713222883137,52.01265822784809,3.0,28.89040885243308
e393,0.040038,0.477,0.115309,0.323,500000.0,0.0,0.5389,0.0186554583319258,69.26735218508999,0.0,28.886987948066647
goe493,0.032724,0.503,0.150045,0.304,500000.0,0.0,0.4182,0.014479365964581412,52.736443883984876,0.0,28.882480146090423
goe495,0.049222,0.5,0.06901,0.3,500000.0,0.0,0.6208,0.021502269102878897,87.80763790664781,0.0,28.87137152966253
e904,0.013394,0.503,0.089989,0.449,500000.0,2.0,0.4779,0.016552739857976107,59.7375,2.0,28.87135326842698
goe676,0.019619,0.3,0.119001,0.3,500000.0,2.0,0.4129,0.014304412913292125,52.13383838383838,2.0,28.865218202441564
hq3514,0.033758,0.5,0.140005,0.35,500000.0,0.0,0.4852,0.016816024450340854,60.65,0.0,28.853430930291328
naca4415,0.039618,0.403,0.149946,0.309,500000.0,1.0,0.5284,0.018315789215925617,67.22646310432569,1.0,28.84942569335506
s9027,0.0,0.038,0.08,0.229,500000.0,3.0,0.3736,0.012956908970762293,48.33117723156533,3.0,28.834037565830023
as6092,0.054403,0.469,0.050633,0.123,500000.0,0.0,0.5866,0.02034591667994029,78.63270777479893,0.0,28.831337964651564
hq3014,0.029372,0.5,0.139862,0.35,500000.0,0.0,0.4136,0.014346078582074671,52.09068010075568,0.0,28.83017806111772
m12,0.019236,0.3,0.119301,0.3,500000.0,2.0,0.4515,0.015663904293624666,56.2266500622665,2.0,28.824231273154812
fx84w150,0.042029,0.403,0.149895,0.37,500000.0,0.0,0.4609,0.01599508121567742,57.32587064676616,0.0,28.81510845648307
e361,0.016483,0.28,0.12108,0.371,500000.0,3.0,0.4161,0.014443755556358993,52.27386934673367,3.0,28.808297009485756
fx66h60,0.01673,0.17,0.06017,0.222,500000.0,3.0,0.4087,0.01419518958500364,51.473551637279606,3.0,28.79144357689783
goe114,0.034964,0.497,0.095641,0.297,500000.0,1.0,0.4998,0.017364567329541926,62.39700374531836,1.0,28.782749982471614
s8037,0.026525,0.34,0.160061,0.34,500000.0,2.0,0.4442,0.01543904497540111,55.18012422360248,2.0,28.771209664052396
isa571,0.034821,0.301,0.073706,0.299,500000.0,1.0,0.5901,0.020510145309440713,78.99598393574297,1.0,28.771127220068013
goe456,0.051511,0.4,0.072044,0.299,500000.0,0.0,0.577,0.020057599070268616,76.02108036890645,0.0,28.76715193969986
goe458,0.051511,0.4,0.072044,0.299,500000.0,0.0,0.5772,0.020066243617812934,76.04743083003953,0.0,28.764726024138163
rc410,0.020979,0.303,0.099802,0.379,500000.0,2.0,0.3973,0.013831100342861152,50.16414141414141,2.0,28.72511876504925
oaf095,0.039056,0.531,0.094792,0.232,500000.0,0.0,0.5316,0.018512813584623894,67.03656998738965,0.0,28.71524620339334
npl9615,0.010324,0.198,0.113012,0.342,500000.0,3.0,0.4631,0.016131205961163825,57.17283950617284,3.0,28.708330989940976
ls413mod,0.021179,0.424,0.130208,0.349,500000.0,0.0,0.4934,0.017196528455973744,61.06435643564356,0.0,28.691837498666906
usa41,0.044119,0.4,0.066,0.3,500000.0,0.0,0.4893,0.017055646948547092,60.48207663782448,0.0,28.68844562015759
sd7062,0.039706,0.388,0.139994,0.272,500000.0,0.0,0.4551,0.015866126302345983,56.115906288532685,0.0,28.683749979521366
naca632a015,0.016262,0.146,0.149869,0.37,500000.0,3.0,0.4307,0.015026738409259974,53.304455445544555,3.0,28.662241151053006
s9033,0.0,0.029,0.07498,0.228,500000.0,3.0,0.3576,0.012488794733063305,46.441558441558435,3.0,28.63366783131412
n64015a,-0.0,0.05,0.14974,0.4,500000.0,4.0,0.444,0.015512392673262088,54.61254612546126,4.0,28.62227699826732
sd8020,5e-06,0.421,0.10102,0.275,500000.0,3.0,0.3829,0.013380374063556619,48.529784537389105,3.0,28.61653928217773
goe478,0.042134,0.396,0.133537,0.301,500000.0,1.0,0.5631,0.01968414249294978,72.0998719590269,1.0,28.606783363902398
goe559,0.034195,0.3,0.111501,0.3,500000.0,1.0,0.5181,0.018112136704433755,64.28039702233251,1.0,28.6051286192629
fx77080,-0.0,0.01,0.08048,0.279,500000.0,2.0,0.3084,0.010781721356291364,42.714681440443215,2.0,28.60396682576498
n0009sm,-0.0,0.01,0.09018,0.309,500000.0,2.0,0.2898,0.010135052966312343,41.45922746781116,2.0,28.59383181945464
e485,0.011407,0.239,0.125252,0.328,500000.0,3.0,0.398,0.013921948142477316,49.81226533166458,3.0,28.587953059935664
mh200,0.021107,0.498,0.129606,0.395,500000.0,1.0,0.4472,0.015649189010416724,54.803921568627445,1.0,28.576560721601986
eh2010,0.019922,0.259,0.100778,0.287,500000.0,3.0,0.4954,0.017340586059611043,60.78527607361964,3.0,28.568815280924365
n63015a,-0.0,0.025,0.14992,0.35,500000.0,4.0,0.444,0.01554239267326209,54.41176470588235,4.0,28.567030143552007
naca0010,0.0,0.025,0.10004,0.3,500000.0,3.0,0.3838,0.013436214460117018,48.45959595959596,3.0,28.564593185025526
sc20410,0.011115,0.85,0.0997,0.38,500000.0,1.0,0.3471,0.012151702232318127,45.43193717277487,1.0,28.5638993915493
e209,0.019896,0.432,0.136924,0.338,500000.0,2.0,0.4567,0.015990758764317253,55.831295843520785,2.0,28.56024574763194
goe396,0.057253,0.4,0.047006,0.2,500000.0,0.0,0.5566,0.01950159246152155,70.45569620253164,0.0,28.541258930429574
raf30,-0.0,0.05,0.1264,0.3,500000.0,3.0,0.3097,0.010851812126037865,42.658402203856745,3.0,28.53901232374868
n10,0.035201,0.403,0.11225,0.297,500000.0,0.0,0.6113,0.021423939537903957,82.27456258411843,0.0,28.533500989323993
s2027,0.027402,0.383,0.14503,0.294,500000.0,1.0,0.4137,0.014499176673472787,51.137206427688504,1.0,28.532654599408517
ms313,0.017525,0.675,0.131386,0.376,500000.0,1.0,0.5053,0.017711582972638192,62.0,1.0,28.529352841054052
fx79w151a,0.037734,0.371,0.15164,0.339,500000.0,1.0,0.4706,0.01650344649710189,57.32034104750304,1.0,28.51525589413341
npl9627,0.00913,0.402,0.121605,0.308,500000.0,3.0,0.4566,0.016017338618210766,55.61510353227771,3.0,28.50660842500219
e168,0.0,0.011,0.12442,0.267,500000.0,4.0,0.4617,0.016202720999300306,56.167883211678834,4.0,28.495213860680433
goe309,0.045928,0.3,0.084301,0.3,500000.0,2.0,0.5956,0.020904358271354204,78.16272965879266,2.0,28.491666296026246
fx83w108,0.042155,0.533,0.108684,0.309,500000.0,0.0,0.5513,0.019351701370770254,69.17189460476789,0.0,28.4884511928605
pmc19sm,0.02129,0.175,0.09194,0.342,500000.0,3.0,0.3901,0.013748795887385383,48.45962732919255,3.0,28.373393800828733
goe655,0.041939,0.4,0.139023,0.3,500000.0,0.0,0.4517,0.015920668940429396,54.553140096618364,0.0,28.371923421693687
rc1264c,0.008625,0.35,0.120002,0.4,500000.0,3.0,0.4634,0.016341614694442032,55.831325301204814,3.0,28.35705091967488
n8h12,0.03286,0.301,0.119818,0.301,500000.0,2.0,0.4835,0.017054355092991608,58.253012048192765,2.0,28.350529666096353
sc20612,0.019007,0.82,0.120011,0.379,500000.0,0.0,0.4485,0.015832794094483932,54.036144578313255,0.0,28.327280537062958
goe143,0.037006,0.3,0.07448,0.2,500000.0,2.0,0.6182,0.02183163340083743,82.20744680851064,2.0,28.31670854166536
goe362,0.051362,0.4,0.06602,0.2,500000.0,0.0,0.5595,0.019762800746875926,69.58955223880596,0.0,28.310764611055692
n11,0.042642,0.402,0.109473,0.297,500000.0,0.0,0.6501,0.02296674239775933,91.05042016806723,0.0,28.306147591197988
e203,0.026553,0.493,0.13649,0.334,500000.0,1.0,0.463,0.0163577378813333,55.58223289315726,1.0,28.304647217043037
hq3015,0.029364,0.5,0.149832,0.35,500000.0,0.0,0.4121,0.014559697086835504,50.25609756097561,0.0,28.304160281782924
s8036,0.018926,0.342,0.160057,0.369,500000.0,3.0,0.4875,0.017229803986866646,58.52340936374549,3.0,28.293995704860894
eh2510,0.024667,0.25,0.099939,0.3,500000.0,2.0,0.3999,0.014138720021365958,49.06748466257669,2.0,28.2840313264344
mh25,0.014688,0.396,0.099834,0.396,500000.0,2.0,0.5297,0.018747300368601186,64.28398058252426,2.0,28.25473479302466
goe584,0.047402,0.4,0.127021,0.3,500000.0,1.0,0.5874,0.020791088049952503,74.63786531130877,1.0,28.252489652716463
joukowsk,0.0,0.095,0.118,0.25,500000.0,4.0,0.4394,0.015560216580804219,52.74909963985594,4.0,28.23868149380797
n63415,0.020755,0.55,0.150055,0.348,500000.0,1.0,0.4614,0.016342350463208442,55.12544802867383,1.0,28.233392805933914
n64015,-0.0,0.025,0.14964,0.35,500000.0,4.0,0.4603,0.016304382834466658,54.994026284348855,4.0,28.23167271483276
goe442,0.041717,0.399,0.077078,0.2,500000.0,0.0,0.4747,0.016818585694181782,56.646778042959426,0.0,28.224727609778604
npl9626,0.007282,0.308,0.12066,0.308,500000.0,3.0,0.418,0.014813103123950191,50.5441354292624,3.0,28.218260313341588
ls413,0.023473,0.674,0.129316,0.376,500000.0,0.0,0.5089,0.018048310924596238,60.94610778443114,0.0,28.19654438169453
ua79sfm,-0.291031,0.384,1.213235,1.13,500000.0,6.0,0.7578,0.026885047367083297,140.8550185873606,6.0,28.18667155959012
goe397,0.039104,0.4,0.051002,0.3,500000.0,1.0,0.4859,0.01724148062814452,57.8452380952381,1.0,28.182034390180515
e854,0.032917,0.526,0.134104,0.323,500000.0,0.0,0.4886,0.017340012517207164,58.166666666666664,0.0,28.177603650236314
doa5,0.024918,0.761,0.162115,0.421,500000.0,0.0,0.4278,0.01518350544359674,51.35654261704682,0.0,28.17531179405042
lwk80120k25,-0.0,0.721,0.12062,0.402,500000.0,3.0,0.3214,0.011408324928307971,42.62599469496021,3.0,28.172409360685045
as6093,0.053177,0.466,0.06083,0.124,500000.0,0.0,0.5701,0.020241196768380876,70.64436183395291,0.0,28.165330663183074
j5012,1e-06,0.835,0.12,0.345,500000.0,3.0,0.3339,0.01185507267597891,43.47656249999999,3.0,28.16515842003717
n5h10,0.02188,0.4,0.099,0.4,500000.0,3.0,0.4789,0.01700857031669383,56.87648456057007,3.0,28.156393575888146
s1048,0.0,0.615,0.1397,0.27,500000.0,4.0,0.4354,0.01546917776271783,52.019115890083626,4.0,28.146292367869407
ah80129,0.040565,0.435,0.12865,0.402,500000.0,0.0,0.3997,0.014202731301719076,48.62530413625304,0.0,28.142474254344368
hs1606,0.043852,0.46,0.06017,0.18,500000.0,0.0,0.5714,0.020306768057275278,70.71782178217822,0.0,28.1384018563843
dfvlrr4,0.020638,0.805,0.133827,0.378,500000.0,0.0,0.4372,0.015537996935897963,52.171837708830544,0.0,28.137474978510387
clarym18,0.034719,0.402,0.180018,0.295,500000.0,1.0,0.4823,0.017140954101733774,57.21233689205219,1.0,28.137290207854665
goe802b,0.058953,0.4,0.098007,0.3,500000.0,1.0,0.7515,0.026708967578769373,135.16187050359713,1.0,28.136617328382172
goe121,0.04568,0.399,0.066509,0.199,500000.0,0.0,0.5097,0.01812882673166135,60.67857142857144,0.0,28.115443296163626
sc1095r8,0.021334,0.203,0.093404,0.263,500000.0,3.0,0.4144,0.014740884284263863,49.8676293622142,3.0,28.112289060051765
ncambre,0.013209,0.159,0.115215,0.312,500000.0,3.0,0.476,0.01693486832611512,56.33136094674556,3.0,28.107688281577268
tempest1,0.010003,0.404,0.144999,0.376,500000.0,3.0,0.4492,0.015986326182646168,53.2858837485172,3.0,28.099013798906817
e521,5e-06,0.917,0.13768,0.37,500000.0,4.0,0.447,0.015912491770411416,53.02491103202847,4.0,28.091137858822147
goe449,0.051662,0.401,0.169553,0.301,500000.0,0.0,0.5366,0.019102824537813028,64.4951923076923,0.0,28.09008683181007
p51dtip,0.012901,0.463,0.114182,0.463,500000.0,3.0,0.482,0.017160120705619175,56.97399527186761,3.0,28.088380511342585
nacam2,-0.0,0.1,0.0806,0.3,500000.0,2.0,0.2723,0.009696684169498414,39.349710982658955,2.0,28.081764368126823
b540ols,-0.0,0.016,0.0971,0.225,500000.0,3.0,0.345,0.012287274612120667,44.06130268199233,3.0,28.077829371509118
sc1094r8,0.021479,0.216,0.094043,0.276,500000.0,2.0,0.417,0.014851833858660374,50.0,2.0,28.077340749192377
fx601261,0.040177,0.533,0.125953,0.279,500000.0,0.0,0.5787,0.02061117321736114,71.71003717472118,0.0,28.077004345999637
e434,0.04322,0.411,0.13355,0.386,500000.0,0.0,0.4741,0.01688726717041629,55.97402597402598,0.0,28.074406309538652
dormoy,0.028428,0.402,0.089993,0.298,500000.0,0.0,0.4901,0.017464988379373297,57.86304604486423,0.0,28.061856633058145
n13,0.001085,0.95,0.118,0.3,500000.0,3.0,0.37,0.013186661578654228,45.90570719602978,3.0,28.058655922355182
goe432,0.041748,0.4,0.077023,0.2,500000.0,0.0,0.4707,0.01677697149822971,55.507075471698116,0.0,28.05631517283485
ames03,0.012183,0.175,0.1,0.375,500000.0,2.0,0.2775,0.009893747137993004,39.586305278174045,2.0,28.04801822096014
ls013,0.0,0.025,0.12864,0.4,500000.0,3.0,0.3527,0.012578457320173177,44.532828282828284,3.0,28.04000451107339
wb13535sm,0.036832,0.5,0.135512,0.25,500000.0,1.0,0.5096,0.01817500963440268,60.30769230769232,1.0,28.038499579961737
n642415,0.020712,0.55,0.14974,0.352,500000.0,1.0,0.4589,0.016376191466662866,54.051825677267374,1.0,28.022388534854766
naca642415,0.020711,0.55,0.14974,0.352,500000.0,1.0,0.4589,0.016376191466662866,54.051825677267374,1.0,28.022388534854766
usa48,0.027573,0.4,0.149013,0.3,500000.0,1.0,0.4326,0.015438163604202405,51.31672597864768,1.0,28.021467519766563
defcnd2,0.038488,0.286,0.147333,0.286,500000.0,1.0,0.4212,0.015033668076980006,50.20262216924911,1.0,28.017114508797345
n63215,0.010377,0.55,0.150022,0.349,500000.0,2.0,0.4056,0.014480657915004778,48.75000000000001,2.0,28.009777068189667
e71,0.046134,0.531,0.051637,0.257,500000.0,0.0,0.6557,0.023410581771467712,89.69904240766074,0.0,28.008701637613818
naca632615,0.031146,0.55,0.150101,0.347,500000.0,0.0,0.5155,0.01841149985081789,60.933806146572095,0.0,27.998805321506712
sc20712,0.022049,0.811,0.119921,0.378,500000.0,0.0,0.5417,0.019348764667976217,64.79665071770334,0.0,27.99661938607159
w1011,-1e-06,0.924,0.110006,0.254,500000.0,4.0,0.4798,0.01714088176599924,56.31455399061033,4.0,27.99155880952019
ultimate,-0.003441,0.967,0.128472,0.342,500000.0,4.0,0.444,0.015862392673262088,52.35849056603774,4.0,27.990733122400492
e520,-8e-06,0.232,0.15008,0.367,500000.0,4.0,0.4611,0.016481986667796517,54.11971830985916,4.0,27.975996419225634
mh94,0.013609,0.731,0.160302,0.335,500000.0,1.0,0.3507,0.012535775161598664,44.22446406052964,1.0,27.97593251945944
e598,0.04537,0.33,0.111413,0.248,500000.0,2.0,0.58,0.020737581848497312,71.25307125307125,2.0,27.968545428165626
goe494,0.050719,0.5,0.049546,0.2,500000.0,0.0,0.6177,0.02208849227211187,79.1923076923077,0.0,27.964787835695137
tsagi_r3a,0.031677,0.241,0.120896,0.231,500000.0,1.0,0.4013,0.01435072494291121,48.23317307692308,1.0,27.963744103271182
oa209,0.015559,0.171,0.090092,0.293,500000.0,3.0,0.4184,0.014965631801070387,49.75029726516052,3.0,27.957389675327622
s3,0.016793,0.15,0.109997,0.3,500000.0,2.0,0.3329,0.01191010220161334,42.89948453608247,2.0,27.951061574845717
b737b,0.007093,0.097,0.12557,0.296,500000.0,2.0,0.3441,0.012314049599378043,43.66751269035533,2.0,27.943691246572516
ames02,0.003867,0.15,0.077353,0.3,500000.0,2.0,0.2256,0.008075940735162712,36.56401944894651,2.0,27.93482609620149
raf15,0.024612,0.3,0.064912,0.15,500000.0,1.0,0.3349,0.01199011804678829,42.99101412066752,1.0,27.931334678536157
raf34,0.019473,0.3,0.126401,0.3,500000.0,2.0,0.4142,0.01483467836492994,49.250891795481564,2.0,27.92106372721861
goe385,0.039951,0.3,0.098908,0.3,500000.0,2.0,0.6445,0.023095251776528762,85.47745358090185,2.0,27.906169035792555
a63a108c,0.003869,0.15,0.077351,0.3,500000.0,2.0,0.225,0.008065816233888754,36.46677471636953,2.0,27.895502882232325
goe457,0.041,0.399,0.078385,0.2,500000.0,0.0,0.477,0.01710055648158961,55.594405594405586,0.0,27.893829099277337
usa35b,0.039982,0.397,0.116173,0.297,500000.0,0.0,0.6241,0.02237611276465815,80.11553273427471,0.0,27.891350323624213
oa212,0.02293,0.318,0.1201,0.318,500000.0,3.0,0.4951,0.01775945832047228,57.703962703962695,3.0,27.878102533638184
e477,-0.0,0.025,0.15354,0.317,500000.0,4.0,0.4362,0.01565528965888703,51.13716295427901,4.0,27.862786924059403
kc135a,0.012246,0.201,0.15493,0.351,500000.0,3.0,0.4727,0.01696762880331813,54.96511627906977,3.0,27.858930996154307
arad13,0.034342,0.3,0.130008,0.25,500000.0,1.0,0.468,0.016802059354296302,54.418604651162795,1.0,27.853728530028793
fg1,0.03002,0.399,0.081713,0.301,500000.0,1.0,0.525,0.01885166616228321,61.547479484173515,1.0,27.84899729713943
nacam18,0.040303,0.301,0.119598,0.301,500000.0,2.0,0.4691,0.01685066135591714,54.48315911730546,2.0,27.83866995435611
goe370,0.056994,0.4,0.04654,0.2,500000.0,0.0,0.5621,0.020192005753663426,67.23684210526316,0.0,27.837749595431774
usa5,0.044745,0.4,0.063802,0.3,500000.0,0.0,0.4188,0.01504817246162159,49.38679245283019,0.0,27.83062202856161
goe367,0.044952,0.396,0.163049,0.301,500000.0,1.0,0.5457,0.019611649453969753,64.50354609929077,1.0,27.825298493163736
goe117,0.045349,0.4,0.090017,0.298,500000.0,1.0,0.5747,0.020668402100784956,69.24096385542168,1.0,27.805729596202006
s8035,-0.0,0.073,0.14004,0.291,500000.0,4.0,0.4179,0.01502997282708124,49.2226148409894,4.0,27.804441485550875
goe650,0.043101,0.501,0.134529,0.202,500000.0,0.0,0.5361,0.019282739183994833,62.92253521126761,0.0,27.802066650622788
naca652415,0.020896,0.55,0.149977,0.401,500000.0,1.0,0.4585,0.01649244946715299,53.19025522041764,1.0,27.800600566529955
